0.1,98.6, 429.7
0.2,98.6,1093.0
0.5,98.6,2048.1
1,98.6,2304.3
2,98.6,2362.7
5,98.6,2304.3
10,98.6,2041.8
50,93.3,729.2
100,93.3,379.2
