0.1,98.6,878.8
0.2,98.6,2077.3
0.5,98.6,2496.4
1,98.6,2496.4
2,98.6,2496.4
5,98.6,2485.8
10,98.6,2358.5
50,98.6,939.1
100,98.6,496.1
