#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18A25
#Date Time: 2017-12-11 14:26:27.509

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
13530.477745798074,-0.9112960968467485,-60.257693190734315,-9.0477057941278929
15199.110829529331,-0.90699735464629228,-60.100787181365277,0.34196568337292788
17073.526474706923,-0.92286600029596533,-59.004475080314919,-12.573492816106437
19179.102616724886,-0.91445411958550693,-60.943957676563791,-22.684245380267647
21544.346900318822,-0.90697193529658759,-61.38820706814834,-18.396037823428401
24201.282647943834,-0.89886248038433247,-60.559265231632594,-4.935405128318326
27185.882427329401,-0.89281074280488593,-63.131958490016082,-12.536488339902061
30538.555088334171,-0.89821633775976273,-61.163492434551827,-7.9952748370609541
34304.69286314919,-0.8845426523366734,-60.956386574399453,-5.6383217057090746
38535.285937105269,-0.88456065348100588,-61.086444577883078,-5.3826576530831289
43287.612810830593,-0.88471722477610149,-59.948820170275255,-7.481968485058232
48626.015800653528,-0.88028163396266268,-60.491328630129637,-7.0689834690743396
54622.772176843428,-0.8723190785155267,-58.581914820787119,-5.4723553690405708
61359.072734131725,-0.87325521007351681,-61.226391337573034,-19.955827084124564
68926.121043496954,-0.86406444385134884,-60.310810318577374,-2.5183004131397837
77426.368268112696,-0.86601148483012536,-59.592172614504804,-21.542771354936249
86974.900261778297,-0.86216202408473264,-61.828922098090842,-12.511717433286563
97700.995729922564,-0.85568908069135197,-61.029760485124591,-27.141985010043982
109749.8765493056,-0.85298256446807219,-60.563559208727291,-21.138575029689093
123284.67394420668,-0.84272102842404439,-60.521938485950429,-4.7171614276834219
138488.63713938731,-0.85754137020666943,-68.49160023003455,-32.022105991900524
155567.61439304712,-0.87244068306822464,-62.149926050112995,-26.01128523755078
174752.84000076842,-0.85684639410490226,-67.918804264226949,-12.521451932872155
196304.06500402704,-0.85984072914279452,-68.601714012894291,24.745941546771405
220513.07399030466,-0.85926275429616772,-62.503492122499125,-25.526259819241943
247707.63559917107,-0.86516165512619647,-67.321661510241398,-72.837238577962339
278255.94022071233,-0.87672236426148631,-79.579898169234383,171.49264254480735
312571.58496882371,-0.89198283695854585,-60.316782132760977,-149.50366426156103
351119.173421513,-0.89107573398352447,-58.214836414668795,163.85804856659121
394420.60594376572,-0.90456168296447759,-56.056606781324724,154.35032226452122
443062.14575838798,-0.92018012674628014,-55.805634632993261,128.9063392728518
497702.35643321136,-0.92720832249411578,-52.059224815014574,122.22956888587342
559081.01825122233,-0.9344354450903315,-49.543664814225579,107.34195406850733
628029.14418342488,-0.96202963028255573,-48.623356784069152,87.257650252872409
705480.23107186449,-0.96149813116890359,-46.673862781905584,76.657663797676264
792482.89835391717,-0.96533767846967233,-46.236027511028951,61.123319702422783
890215.08544503897,-0.9820865993557566,-45.565887906488918,41.797582144840483
1000000,-0.99708307689243447,-45.854896596216406,18.215712707034342
