#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18A0F
#Date Time: 2017-10-06 13:23:58.581

Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (°)
10,-44.397999047534753,88.773257772965778
10.59560179277617,-43.91412498525159,88.88888107026267
11.226677735108135,-43.364776601275771,88.814436737077415
11.895340673703183,-42.877063470729048,88.746078650704277
12.603829296797274,-42.354235418101716,88.77962669551053
13.354515629298975,-41.843584543826715,88.794114952139466
14.14991297434576,-41.32546547102082,88.767746421832697
14.992684327860472,-40.817790212081533,88.79053595603898
15.885651294280528,-40.321923500400416,88.718075127371662
16.83180353330955,-39.79601313382571,88.682924246173428
17.834308769319094,-39.288055075256828,88.671859280347618
18.896523396912116,-38.799483518330625,88.607900825818703
20.022003718155844,-38.278990472628493,88.621997328933276
21.214517849106279,-37.772587379607955,88.624022568812862
22.478058335487251,-37.273869818847317,88.627150274860654
23.816855519761607,-36.776478886831796,88.548608693427909
25.235391704347659,-36.261395919924929,88.483123415435969
26.738416158399492,-35.74235899568793,88.48431288971814
28.330961018393239,-35.242455662752548,88.363320622002533
30.018358135755861,-34.729580325398686,88.353419862131048
31.806256927941188,-34.221996949099484,88.280877378346105
33.70064329271932,-33.720708020555051,88.226761600728707
35.707859649004625,-33.209948991709879,88.140282055876341
37.83462617131925,-32.7065714132886,88.075940313213891
40.08806328898465,-32.210088526716248,87.986279010991495
42.47571552536894,-31.697878278071421,87.921752558423606
45.005576757004974,-31.194647484719024,87.852552013655242
47.686116977144742,-30.696344681331901,87.760566366744115
50.526310653356795,-30.186911643582889,87.679060789585321
53.535666774107192,-29.684973196425986,87.586485845055279
56.724260684919777,-29.185120275315143,87.48880602178366
60.102767820703875,-28.681443096301717,87.330458864286356
63.682499447185855,-28.178171535471375,87.23333744199374
67.475440531106855,-27.678075885114882,87.087147660232688
71.494289865975759,-27.172712569541588,86.930898735228908
75.752502587719206,-26.67300778230031,86.801129257254885
80.264335222571731,-26.174944948811234,86.653029806108833
85.044893418026859,-25.670383412453646,86.458437082750436
90.110182516650184,-25.170893108064906,86.294989998197664
95.477161142080462,-24.670601704093453,86.099644064918607
101.1637979766207,-24.172828724906211,85.911947552301541
107.18913192051275,-23.669589377142533,85.692641112313026
113.57333583431053,-23.171091593709964,85.473152353840803
120.33778407775881,-22.671025326581159,85.250482605638908
127.50512407130141,-22.170266697799864,85.013730757434288
135.09935211980266,-21.672805616859947,84.731747792129553
143.14589375234786,-21.176212729604998,84.450772233884038
151.67168884709241,-20.680615873718121,84.161248259129877
160.70528182616383,-20.184967602417512,83.854674282909571
170.27691722259013,-19.687048401523771,83.519769596175877
180.41864093920717,-19.191962056784327,83.172378618981966
191.16440753857017,-18.697508654778339,82.803944029637393
202.55019392306664,-18.204004077803486,82.406103541227424
214.61411978584013,-17.711209392294915,81.991274561494208
227.39657523579299,-17.219537407776901,81.552586747380829
240.94035602395243,-16.729711998736835,81.086410228599561
255.29080682395164,-16.239433481689968,80.600878223603445
270.49597304631374,-15.751771490476498,80.089862457851893
