#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18A0F
#Date Time: 2017-10-06 13:23:58.581

Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (°)
286.60676169482502,-15.265838516894874,79.540944859004014
303.67711180354604,-14.78335538804658,78.967620718224595
321.76417502507354,-14.30072743732117,78.360506227200631
340.92850697468111,-13.819999820474207,77.721356416725598
361.23426997094305,-13.342244493832194,77.046121374978668
382.74944785163069,-12.867000107351176,76.341254087979308
405.54607358408316,-12.393967515217275,75.595872632096217
429.70047043208393,-11.925597085444725,74.805626734903342
455.29350748669475,-11.4603397438649,73.978740728263062
482.41087041653736,-10.999146174962121,73.110871147588256
511.14334834401654,-10.542274102158594,72.204053622204128
541.58713780794767,-10.089711203908882,71.254464462237706
573.84416483023927,-9.643239853730817,70.252955640140385
608.02242616494209,-9.2023570314811458,69.214776540151036
644.23635087213711,-8.7688390020912728,68.126161767726316
682.60718342723794,-8.3402310443365764,66.99159685027746
723.26338964835406,-7.9205765530011307,65.810466026510312
766.34108680074542,-7.5078858068410259,64.581736918999155
811.98449931840082,-7.1038240322005386,63.313484406769817
860.34644166845089,-6.7086417597980237,61.996280571611038
911.58882997508192,-6.3238009088693516,60.64212830554419
965.88322411587092,-5.9491042497667337,59.238611632014624
1023.4114021054528,-5.5853957119942717,57.806326800139601
1084.3659686896096,-5.2334871843274966,56.330754808960933
1148.9510001873086,-4.8928655985826586,54.827439314625849
1217.3827277396595,-4.5651676310635469,53.290945409582527
1289.8902612533095,-4.2507411333139897,51.72750014846622
1366.7163564620059,-3.9497061781106826,50.15100001639604
1448.118227674533,-3.6619857893318732,48.5494059827153
1534.3684089300132,-3.3886539654261219,46.943802394897261
1625.755666443795,-3.1290252036267892,45.332212398371382
1722.5859653987875,-2.8836954174966314,43.715315572598712
1825.1834943190424,-2.6523425795035163,42.103423345325389
1933.8917504552301,-2.4350997209389074,40.503100554561492
2049.0746898158459,-2.2305796680506726,38.913889698535186
2171.1179456945051,-2.040668470891017,37.345233541006905
2300.4301197729192,-1.8633768090906471,35.797798722193178
2437.4441501222195,-1.6977347347778615,34.280122263547156
2582.6187606826747,-1.5449900795244933,32.792215511223247
2736.4399970746717,-1.4044270060405779,31.339065140606863
2899.4228538828779,-1.2742418421058119,29.922197105585525
3072.112998861759,-1.1542079134011347,28.544293759799075
3255.0885998350564,-1.0447438864449361,27.210782193213696
3448.9622604057563,-0.94387393087586724,25.916814780126927
3654.3830709572544,-0.85171965572696695,24.665212619894078
3872.0387818125569,-0.7677400454895309,23.463873423774238
4102.658105827195,-0.69121020401779132,22.304981260141695
4347.0131581250216,-0.62183087637047774,21.191075174946903
4605.9220411451042,-0.55831606315391091,20.125712754692273
4880.2515836544335,-0.50084695382015776,19.100322230822826
5170.920242896761,-0.44963067682482866,18.123582080349124
5478.901179593945,-0.40209068926262326,17.190423440908845
5805.2255160948962,-0.35934188162015884,16.2955315275467
6150.9857885804977,-0.32088397145039643,15.442305250320246
6517.3396048824197,-0.28627269486436202,14.628411483354672
6905.5135201623307,-0.25379719367099252,13.852660817984003
7316.8071434271997,-0.22625895985744635,13.121320571219957
7752.5974886294562,-0.20092365524005579,12.418461989596409
8214.3435849194229,-0.17756861054562079,11.756882941489337
8703.591361485167,-0.15665608402508507,11.124616404065712
9221.9788233343315,-0.13766321124842076,10.521693636793174
9771.2415353465021,-0.12061291823494774,9.949828204437523
10353.218432956615,-0.10608152510552325,9.4122041871875837
10969.857978923828,-0.091895978569309311,8.9019552468489849
11623.224686798523,-0.079375865829665881,8.4150826439419362
12315.506032928261,-0.06798004431589541,7.9589036362621357
13049.01978014403,-0.058523863222172304,7.5194762041114416
13826.221737646563,-0.050633808683676028,7.1105985594333561
14649.713983072848,-0.042551780605836781,6.7213227566840885
15522.253574270471,-0.035830862284499006,6.3493903764194641
16446.761779946642,-0.028760834916510082,5.9989604143497672
17426.333860096507,-0.022219887474176692,5.6665679250083514
18464.249428955442,-0.016975303306413149,5.3527114720038114
19563.98343517063,-0.013161282259725467,5.0575634790358777
20729.217795953711,-0.007687044726877007,4.7837299933888175
21963.85372416547,-0.0055057714753669598,4.5213457824432339
23272.024789604096,-0.0012077787447809889,4.2683222221920545
24658.110758226037,0.0013607763303569969,4.0371428098267614
26126.752255633262,0.0053519915995307267,3.8113600080949084
27682.866303920651,0.006858850305516806,3.5984916776324241
29331.662783900454,0.0097048090533350638,3.3938913293517672
31078.661877820141,0.011990893227686945,3.2100294212854976
32929.712550971512,0.013852417865114659,3.0312013271556708
34891.0121340677,0.015519871805104444,2.8632107394569317
36969.127071950265,0.016805272251024895,2.7036036285614387
39171.014908092606,0.017501096531441718,2.5557957740712425
41504.047578504767,0.019223450340227106,2.4113260460679982
43976.036093027215,0.021116724301934887,2.273493642787713
46595.256686646775,0.021090344252184472,2.1537140951276115
49370.478528390013,0.02350460323791995,2.0406407934557507
52310.993080562635,0.021105215639899717,1.9193067661266241
55426.645206631067,0.021845327870880386,1.811213969732961
58727.866131894829,0.025270733733714534,1.7147804739385037
62225.70836730225,0.024203036367543042,1.6177186873444214
65931.88271333545,0.025274076446788491,1.5245682159781637
69858.797467852492,0.025655264046096703,1.4322679905781825
74019.599969156436,0.026128380318768719,1.3617339746698622
78428.22061337682,0.027431847747523441,1.2799683031108433
83099.419493533875,0.026792776601762856,1.2207620499505083
88048.835816434599,0.027627703459671759,1.1476005368134139
93293.040262846858,0.02730161252084224,1.0724441564732246
98849.590466255875,0.027742443639912316,1.0221151915988003
104737.08979594499,0.027996239218781541,0.96766449996275128
110975.24964120713,0.026266085651425505,0.90738713480482147
117584.95540521563,0.027867501754554012,0.8627709671598609
124588.33642950079,0.027057644093871021,0.81673108747474288
132008.84008314181,0.028109246310886769,0.76480261734192823
139871.3102647239,0.027403861463230116,0.73033408400030453
148202.07057988574,0.028082360713696825,0.68190506770889669
157029.01247293767,0.029527789642220175,0.65779735910521708
166381.68860761289,0.028895340447495865,0.61800073595085792
176291.41180959478,0.030484285232168173,0.57585488479060842
186791.35990207831,0.030148611865461382,0.55794023963670725
197916.68678535559,0.032845296247326169,0.53305895376161061
209704.64013232317,0.03165906095688243,0.502228434278436
222194.68609395233,0.032917529745561606,0.45925196779687383
235428.6414322418,0.032882752773654267,0.43635385548361683
249450.81352303171,0.034633060519171588,0.40632973819823803
264308.14869741071,0.035284448256236778,0.37587258570439985
280050.38941836299,0.032636454887821464,0.35260793823357783
296730.2408188869,0.033851781177259656,0.32584037394954635
314403.54715915001,0.035233675712567136,0.30708660696066659
333129.47879346745,0.033984364252296353,0.2736435488376685
352970.73027306522,0.03355769206353712,0.25000949503389869
373993.73024787958,0.031837250579753194,0.23528854864248672
396268.86387014767,0.032434646200426659,0.22141232356219831
419870.70844439103,0.031878856728117626,0.21228818852824816
444878.28311275865,0.030401919327616916,0.19199534369503368
471375.31341167266,0.03090980099699097,0.17679699075196709
499450.51158551371,0.029888153123525867,0.16686667337290118
529197.87359584402,0.029807857517214029,0.15186615320938301
560716.99382054585,0.02980872629821537,0.15109932923662939
594113.39849650359,0.028757152178755116,0.13278292983873641
629498.89902218909,0.029846400511809711,0.12533068386551349
666991.96630301187,0.028633670607791768,0.11430186930522268
706718.12739274895,0.029054459237040788,0.10325191312082893
748810.3857590023,0.029075853710532392,0.094638141926424169
793409.66657974944,0.029916886516120639,0.0872558329242068
840665.28856183297,0.029119126714515321,0.08685169129759629
890735.46386104356,0.027361835553942448,0.075064648278200252
943787.82777753787,0.027447754034149431,0.062348585824267388
1000000,0.028047406794516824,0.06200562625542716
