#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18883
#Date Time: 2017-10-04 23:55:52.433

Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (°)
1.000000000000002,93.195511874800744,70.248136541731284
1.149756995397738,92.0740645835224,92.8518581222623
1.3219411484660313,91.037062533873609,72.658877035137593
1.5199110829529363,90.867827170814166,70.120419825599569
1.7475284000076865,89.324680508397876,70.786591595865943
2.00923300256505,87.937589965411263,34.095998566669095
2.3101297000831629,87.584352373246745,99.851251414807393
2.6560877829466896,87.159403177838868,116.18717731235256
3.0538555088334185,86.521218611133548,113.52939405618901
3.5111917342151417,84.033535749644855,111.82070264608967
4.037017258596558,83.820562406967426,113.1126732643055
4.6415888336127908,86.146710134284916,131.74722494725239
5.3366992312063228,89.190789668108494,102.6931295908467
6.1359072734131752,94.260898880607598,73.369186021142639
7.0548023107186602,89.926505022418453,154.45503049006305
8.1113083078968895,90.020673782185426,160.22641701790187
9.3260334688322182,87.146410429194475,169.30432400471256
10.722672220103252,86.412383474397615,163.92586075784652
12.328467394420684,86.233246273093783,174.56823741404153
14.174741629268077,78.330343722682429,159.83823966991196
16.297508346206467,82.391470481728845,164.63131095655797
18.738174228603867,81.475845658105243,168.37056247452674
21.544346900318867,78.783940451984748,173.34529962932288
24.770763559917139,79.186845894764531,174.91984503969695
28.480358684358048,79.526730375643069,173.57196459435374
32.745491628777387,78.8525793898404,170.74466675671636
37.649358067924716,84.697378550271992,144.67576948993087
43.287612810830616,84.742755292982963,44.396381404401907
49.770235643321243,83.565843818927306,-144.7443042392394
57.223676593502205,65.229337525483714,-34.850613821942332
65.79332246575683,67.543067161752191,-148.34429114517411
75.646332755463064,83.102245766908794,24.740561060706785
86.974900261778515,77.143432113280369,139.06439518892319
100,72.176941101681223,0.18371304616077566
114.97569953977369,69.561755101648288,172.42336405595142
132.19411484660316,60.383372345362901,-7.1435496443484396
151.99110829529363,58.029148962169558,-14.294821065289568
174.75284000076849,75.445807831610153,5.5162807895071531
200.923300256505,68.217053030980864,-14.537080950385942
231.01297000831627,64.085337844513688,-43.995979910222928
265.60877829466864,54.52725796898158,-170.13938672765175
305.38555088334186,54.850516553402969,-175.05821642837714
351.11917342151378,50.3819442116232,3.8445881550172203
403.70172585965622,60.414066269419273,-98.323508529217463
464.15888336127824,44.661308086757117,-168.51302599900171
533.66992312063178,39.314456391230571,153.17720908874284
613.59072734131814,36.895817392463826,150.45622041326268
705.48023107186452,38.832561927237144,-145.73288267924821
811.13083078968805,30.604042081425739,-142.22843141633916
932.60334688322189,29.219036766010813,166.4981612133071
1072.2672220103243,19.637284022897276,-127.29850045731831
1232.8467394420672,22.892013895403064,-80.148381710572352
1417.4741629268076,14.136500434135758,-169.85890239218602
1629.750834620645,12.981646938111531,-159.7594679542517
1873.817422860385,7.806757937834977,-142.89166769147192
2154.4346900318869,1.8128368340600762,-99.529015370516873
2477.0763559917114,-5.1009103378453178,-155.03169115570174
2848.0358684358048,-13.4489483429426,-30.187966552624218
3274.5491628777318,-1.3332453802559892,69.58352929818922
3764.9358067924677,1.8658340842562304,70.89092225728723
4328.7612810830615,1.761959189084235,39.228369504538307
4977.0235643321139,1.5966588262385635,28.597807310318302
5722.3676593502259,2.8556746301512788,22.944731716655298
6579.3322465756819,0.90802570347826517,42.140808769420232
7564.6332755462981,-0.44300668124370773,9.9364856654277389
8697.4900261778439,0.77847967198895862,-20.213599080083561
10000,-0.52861933052965604,7.5553156117239428
11497.569953977369,-0.5713731619229433,0.74087596775387965
13219.411484660293,-5.0033730320735241,-21.649950153727069
15199.110829529354,-2.8973759717482306,-28.854234996899706
17475.284000076848,-4.5655732387019903,-1.3877725088608344
20092.33002565047,-5.3552768061095355,-33.424910354041828
23101.297000831615,-5.7832075651405059,-1.1020734283155988
26560.877829466866,-13.684477715011809,-25.654298776220656
30538.555088334186,-11.181646666427827,6.1042785220820717
35111.917342151326,-11.802637594122519,-69.022901542776822
40370.172585965534,-12.09643617441454,12.639038078604379
46415.88833612782,-15.950259665257253,-17.829274691748839
53366.992312063099,-5.7517537211320509,24.860192247203869
61359.072734131791,-11.200803699430359,1.9161134757589195
70548.023107186455,-8.7258851754044269,-48.704420353955882
81113.083078968804,-10.864828633652049,33.726719578277482
93260.334688322037,-11.736119165680138,25.544144647595729
107226.72220103229,-9.7884306941811019,26.259342812572783
123284.67394420668,-8.9016515064472141,22.297622123754621
141747.41629268051,-22.256361688571353,-2.6832915177176631
162975.08346206453,-14.062749046774696,106.14177040499494
187381.74228603844,-14.109870444486432,-49.425604806123111
215443.46900318828,-13.977668901186327,-41.258286781887989
247707.63559917119,-14.600501033024905,-155.42292433166551
284803.58684358007,-7.4360610767723898,-29.694542426619108
327454.91628777306,-17.337209155430891,58.006608117438759
376493.58067924681,-18.478445546028194,34.406940682940025
432876.12810830621,-9.3192185591490997,-1.3983043369523855
497702.35643321119,-5.6500181603719879,29.228440658738016
572236.76593502145,-11.036314985049271,45.195350781552243
657933.22465756827,-6.920120136264214,8.7995723438139439
756463.32755462872,-8.9891833876602405,2.365947006939308
869749.00261778384,-11.815465817146698,6.7764896648645134
1000000,-11.333002032135521,28.52469555705926
