#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18A0F
#Date Time: 2017-10-06 13:32:23.108

Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (°)
374.32821861690172,-2.3323415856990359,-19.836312755892109
396.48323706192309,-2.3811105802219705,-21.448052594047514
419.94952411531312,-2.4351598919979156,-23.120488352847559
444.80468862075577,-2.4964761899910966,-24.851109625149945
471.13093278486502,-2.5647056016748282,-26.643692556771171
499.01532404031218,-2.6404859790377344,-28.501768254519561
528.55008299947076,-2.7246983666576274,-30.430072204044961
559.83288845089362,-2.8178502496091085,-32.425894461834773
592.96720040735499,-2.9214842184771723,-34.497746825911705
628.06260227381813,-3.0362976775794248,-36.644046781517631
665.23516326699439,-3.1616965448970196,-38.867825282165029
704.60782228509709,-3.3005154087136956,-41.166257049561622
746.31079449732056,-3.4528071697515363,-43.535477952169288
790.48200199778512,-3.6200707424463605,-45.990068697240638
837.26752994816695,-3.8024574968715292,-48.521427333640816
886.82210971764653,-4.0015862808292066,-51.119938512100248
939.30963061800128,-4.2189687968800555,-53.794029325254883
994.90368192628603,-4.4543944345608875,-56.54213457623905
1053.7881269877328,-4.7095839999372622,-59.350406414770362
1116.1577112975135,-4.9854588522553698,-62.224436738574752
1182.2187065725082,-5.2827945207412927,-65.148593703402014
1252.1895929431359,-5.6022008176488169,-68.12684707835065
1326.3017815214441,-5.9449805076939946,-71.158311148579045
1404.8003797351789,-6.3114578198365967,-74.225692862697997
1487.9450019589656,-6.7028612402010239,-77.325843499508196
1576.0106281235678,-7.1201610953118291,-80.441347578545191
1669.2885131428661,-7.5611677067349756,-83.588206872842647
1768.08715016625,-8.0269905850743282,-86.746753109293991
1872.7332908421333,-8.5194454920904299,-89.889899357579907
1983.573025966871,-9.0376410248414487,-93.034789384982162
2100.972930093033,-9.5799829193001269,-96.164192117625944
2225.3212738825732,-10.150251406107639,-99.265836727738289
2357.0293082143944,-10.743281509142665,-102.33286247200306
2496.5326242932397,-11.361703404002148,-105.37182316953259
2644.2925942580473,-12.004916881398721,-108.36762072414956
2800.7978970542958,-12.671590685236094,-111.30618538078326
2966.5661346167417,-13.358626304079294,-114.18401650262643
3142.1455437076452,-14.068576917480087,-117.00234312599446
3328.1168090720353,-14.800550030697178,-119.73405830642676
3525.0949839064465,-15.549260758009339,-122.41512112807291
3733.7315239927461,-16.317244758659907,-125.0115397080335
3954.7164422242895,-17.108109960053959,-127.51759784774971
4188.7805906500671,-17.908334424890533,-129.98300209340277
4436.6980775841075,-18.733229152771194,-132.30318535107267
4699.288827774013,-19.567640203042291,-134.59096659296259
4977.4212940959451,-20.418644452755572,-136.75293871828293
5272.0153297440884,-21.276605900769333,-138.85058944169327
5584.0452304138253,-22.152818205680965,-140.87349594993688
5914.5429565397326,-23.038718004166952,-142.79002036684523
6264.6015462452378,-23.941474390117836,-144.62296066675773
6635.3787302913433,-24.847569178770804,-146.36924710261258
7028.1007609800126,-25.758627263074342,-148.05267916012264
7444.0664676753213,-26.686599526449939,-149.65277879931332
7884.6515523549588,-27.607401889652419,-151.19538198398013
8351.3131393986132,-28.559781146387387,-152.67155917748471
8845.5945946604115,-29.507779051351154,-153.97473465165302
9369.1306297634583,-30.455149740308197,-155.31851882739375
9923.6527084973914,-31.413981447269613,-156.6419920108107
10510.994773199571,-32.376035365392617,-157.80347900021388
11133.09931005812,-33.357029735221374,-158.93280642268417
11792.023773396591,-34.318598232427334,-159.9849350027915
12489.94739018675,-35.317270150125843,-160.91680098627509
13229.178367293831,-36.332093029618775,-161.86097609945693
14012.161525290314,-37.320324080974267,-162.81202726129709
14841.486384085236,-38.271121488824107,-163.36513954578058
15719.895727110081,-39.289285055110838,-164.46122430055098
16650.294672385327,-40.281666199519258,-164.98986591840819
17635.760280467792,-41.251454221149388,-165.7364971320136
18679.551731054617,-42.373950491794332,-166.65743931981777
19785.121101900739,-43.369797605584004,-167.289918152794
20956.124785697793,-44.416240673487934,-167.91245811313956
22196.435582673672,-45.366219802969013,-168.58101961478309
23510.155508905402,-46.531160917575676,-168.60443356095581
24901.629362705793,-47.590043959931307,-170.07492533286648
26375.45909395146,-48.60209572778713,-169.75258849913465
27936.519023874684,-49.645462375885778,-170.16442807164478
29589.971965655324,-50.690971924301984,-171.08750838599826
31341.28629912711,-51.892394362881944,-172.50328687968198
33196.254056068945,-53.18599790556312,-173.06496306857571
35161.01007589361,-54.355059958962748,-172.60418127696846
37242.052295086352,-55.316547002683095,-173.23938965806866
39446.26323749595,-56.455368797455598,-172.35986825031085
41780.932776551657,-57.426743218602255,-174.49663485455727
44253.782244686467,-59.555515934833998,-174.00833395625904
46872.989969702729,-59.814748756529625,-173.17133427623352
49647.218322534565,-61.328382780653492,-169.60740742383291
52585.64236586172,-62.347058638419355,-176.22773476184599
55697.980198322228,-64.281057903226156,-175.2583806448518
58994.525094679899,-64.148432007223391,179.71130096918395
62486.179548242544,-65.747024629873621,-161.62703780308806
66184.491328116696,-66.280639072404853,-178.73873721594055
70101.691670550426,-67.544598278229671,-176.44972798858842
74250.735730671673,-71.217671447722978,-175.45865678791563
78645.345428405722,-74.582341034909746,179.72247561726698
83300.054830275796,-73.396303235206943,-172.80787707598802
88230.258217172348,-74.595838488364592,177.80622470420823
93452.260997066798,-75.85787746131291,-170.60617793006301
98983.33363104811,-83.865060889451001,170.54214408446134
104841.76875102986,-80.030486822102347,-163.68172723528482
111046.9416580312,-91.569134588615327,-33.92766655236521
117619.37440111199,-85.088422525700878,-117.28793160657403
124580.80364889026,-98.184212533912486,-134.27943729341919
131954.25257810776,-81.344842829755407,-6.0833716742614214
139764.10701699732,-79.188883654918172,-31.824248508911133
148036.19609527886,-79.977754114232781,34.925104445274371
156797.87766750943,-88.80926170099805,32.427451206519009
166078.12879230923,-89.41947381668794,-18.131384159053852
175907.64156669565,-81.900583161702514,9.3260191098131884
186318.9246324767,-74.342325886768052,5.0373717656065367
197346.41069041024,-78.130041360946592,96.355030554060477
209026.57037770149,-97.745920345864306,-149.58715713515252
221398.03288546638,-76.471341866711469,68.948581183253253
234501.71371506696,-80.651565046378749,-34.460422113099099
248380.94999584387,-74.446555839332959,56.729809972610497
263081.64381177392,-76.121021672416006,-24.830610562419999
278652.41401107161,-82.575085544548074,51.090443669920944
295144.75700080238,-79.584645436019372,-8.754760645054553
312613.21705830097,-75.969277591347705,25.202818861917876
331115.56672265311,-76.802334126672548,1.0449418163964168
350712.99786284048,-73.366983896753865,33.577129398341597
371470.32405446231,-72.441728339692702,26.534195709140768
393456.19493433635,-77.343888379775748,48.078744415926309
416743.32324191171,-72.819976744779041,21.368035421521355
441408.72529837035,-76.96654517330839,32.398073902654431
467533.97571874235,-76.393682641678794,64.91980796479308
495205.477199435,-76.4471993298896,34.38159912536188
524514.74627342157,-74.49082384064414,44.006107111491019
555558.71597816329,-73.985075936400577,34.338584123071371
588440.05643725663,-75.792068348375892,53.780607726408959
623267.51441604877,-76.333321238076223,52.948879873358607
660156.2729742215,-73.560071289092491,26.823929493184309
699228.3324047944,-74.575990861458024,27.966494465080061
740612.91371941788,-79.494799117922952,44.134400738053607
784446.88601437607,-75.177353662641067,60.375827857253469
830875.2191307043,-72.026680881158157,57.447934308158665
880051.46310548938,-74.547717396123886,56.629109302047311
932138.25600000005,-73.825395645017664,59.738293800113937
