#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18A12
#Date Time: 2017-09-29 13:58:17.964
#Trigger:Source: Channel 1Type: EdgeCondition: RisingLevel: 500 mVHyst.: AutoHoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V
#Channel 2: Range: 500 mV/div Offset: 0 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.0025802501052631581,1.0167437679213407,0.6297123411778317
-0.0025796201052631583,1.0167437679213407,0.63275595986952893
-0.0025789901052631582,1.0170770354242469,0.63579957856122882
-0.002578360105263158,1.0164105004184347,0.63816683754366199
-0.0025777301052631583,1.0167437679213407,0.64019591667146014
-0.0025771001052631581,1.0164105004184345,0.64256317565389243
-0.0025764701052631584,1.0170770354242467,0.64493043463632349
-0.0025758401052631582,1.0170770354242469,0.64797405332802316
-0.0025752101052631581,1.0167437679213407,0.64966495260118906
-0.0025745801052631584,1.0174103029271528,0.65203221158362024
-0.0025739501052631582,1.0170770354242469,0.6550758302753199
-0.002573320105263158,1.0167437679213407,0.65710490940312016
-0.0025726901052631583,1.0167437679213407,0.65981034824018436
-0.0025720601052631581,1.0164105004184345,0.66217760722261665
-0.002571430105263158,1.0170770354242471,0.6642066863504168
-0.0025708001052631583,1.0174103029271531,0.66657394533284786
-0.0025701701052631581,1.017743570430059,0.66894120431528015
-0.0025695401052631584,1.0167437679213411,0.6709702834430783
-0.0025689101052631582,1.0167437679213407,0.67266118271624509
-0.002568280105263158,1.0164105004184347,0.67502844169867837
-0.0025676501052631583,1.0167437679213407,0.67739570068110955
-0.0025670201052631582,1.0167437679213407,0.67976295966354183
-0.002566390105263158,1.018410105435871,0.6817920387913422
-0.0025657601052631583,1.0174103029271531,0.68483565748303943
-0.0025651301052631581,1.0174103029271531,0.68686473661083847
-0.0025645001052631584,1.0167437679213409,0.68889381573863662
-0.0025638701052631582,1.0167437679213407,0.69092289486643665
