#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18A12
#Date Time: 2017-11-03 14:18:47.935

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
265.6087782946687,-0.047412829518313077,-47.712770077717927,2.5738699798440905
284.80358684358032,-0.044437160472119971,-48.174251006971105,4.0670550586111602
305.38555088334164,-0.052382674069994195,-48.611953739968463,0.93643672108230103
327.45491628777279,-0.043562237197397151,-48.747506113338723,12.122141054048612
351.11917342151321,-0.044592370982278098,-48.375331015454719,3.4934290694844208
376.4935806792468,-0.047258802181525464,-48.33307938859334,8.0482481117142584
403.70172585965565,-0.050478770867090711,-48.341563540552826,-4.3715711905993864
432.87612810830586,-0.050423778635893493,-47.289310664985635,4.873663664988527
464.15888336127779,-0.044499551830682688,-49.007401534212292,5.3532661093094021
497.70235643321121,-0.049625602048926215,-47.997547601968165,-1.8354899080209499
533.66992312063087,-0.047667895850495051,-49.132004315135589,-1.1712980554556225
572.23676593502194,-0.051693308396566481,-47.475171563887116,4.652588761196732
613.59072734131723,-0.034570027908308515,-47.627185470322075,10.076310529284598
657.9332246575683,-0.039089268885321576,-48.622340403446167,2.1638996754925017
705.48023107186441,-0.044017227781626714,-49.031776493298011,1.0893456912845494
756.46332755462879,-0.040964073475028187,-49.373907691280593,10.19600274694367
811.13083078968725,-0.04561442822874745,-48.673561344544147,3.4037262637092454
869.74900261778316,-0.024641307454573082,-46.820665418124314,-3.4850784383837752
932.60334688322018,-0.036461640820055846,-46.173732826389951,18.666572755951293
1000,-0.035512124986121288,-48.005871985185934,0.71151252359916839
